target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
P49336_WT	Test set	205:51		0.031234752377721213	0.203125	0.5024390243902439	1.0	0.004878048780487805	0.2	1.0	0.33333333333333337	0.3581539933046389	0.6418460066953611
P49137_WT	Fold 1	33:230		0.8070388433825206	0.9581749049429658	0.8982213438735178	0.9782608695652174	0.8181818181818182	0.974025974025974	0.84375	0.9761388286334056	0.02766798418972331	0.9723320158102766
P49137_WT	Fold 2	33:230		0.7795081060898028	0.9543726235741445	0.8571146245059289	0.9869565217391304	0.7272727272727273	0.961864406779661	0.8888888888888888	0.9742489270386266	0.03135704874835307	0.9686429512516468
P49137_WT	Fold 3	34:229		0.8311071153352171	0.9619771863117871	0.9155535576676085	0.9781659388646288	0.8529411764705882	0.9781659388646288	0.8529411764705882	0.9781659388646288	0.01939378371435911	0.9806062162856408
P49137_WT	Fold 4	33:229		0.7366734819122857	0.9427480916030534	0.863504035993119	0.9694323144104804	0.7575757575757576	0.9652173913043478	0.78125	0.9673202614379085	0.03546380838957257	0.9645361916104274
P49137_WT	Fold 5	33:229		0.665893227490274	0.9312977099236641	0.8050813815005955	0.9737991266375546	0.6363636363636364	0.948936170212766	0.7777777777777778	0.9612068965517242	0.11737461955802565	0.8826253804419744
P49137_WT	Mean	-		0.76404415484202	0.949714103271123	0.867894988708154	0.9773229542434022	0.7584670231729056	0.9656419762374757	0.8289215686274509	0.9714161705052587	0.046251448920006745	0.9537485510799932
P49137_WT	SD	-		0.053178748853332354	0.010257997241942127	0.034813965065240225	0.005308412959411642	0.0687681344636175	0.009315536458994656	0.0393301606809228	0.005728483336570041	0.032821235727224736	0.03282123572722471
P49137_WT	Test set	53:61		0.21889776459189236	0.5964912280701754	0.5697494587070832	0.9508196721311475	0.18867924528301888	0.5742574257425742	0.7692307692307693	0.7160493827160493	0.17909062789978347	0.8209093721002164
P48730_WT	Fold 1	23:152		0.5220887644150314	0.9028571428571428	0.722683066361556	0.9671052631578947	0.4782608695652174	0.9245283018867925	0.6875	0.9453376205787781	0.1147025171624714	0.8852974828375286
P48730_WT	Fold 2	23:152		0.6981302553064196	0.9371428571428572	0.7977688787185355	0.9868421052631579	0.6086956521739131	0.9433962264150944	0.875	0.9646302250803859	0.07823226544622425	0.9217677345537758
P48730_WT	Fold 3	23:152		0.6333869174252466	0.9257142857142857	0.7542906178489702	0.9868421052631579	0.5217391304347826	0.9316770186335404	0.8571428571428571	0.9584664536741214	0.03289473684210526	0.9671052631578947
P48730_WT	Fold 4	22:152		0.8066954758126867	0.9597701149425287	0.8603468899521531	0.993421052631579	0.7272727272727273	0.9617834394904459	0.9411764705882353	0.9773462783171522	0.04336124401913874	0.9566387559808612
P48730_WT	Fold 5	22:152		0.696655281465118	0.9252873563218391	0.8794856459330144	0.9407894736842105	0.8181818181818182	0.9727891156462585	0.6666666666666666	0.9565217391304347	0.0888157894736842	0.9111842105263157
P48730_WT	Mean	-		0.6713913388849005	0.9301543513957305	0.8029150197628458	0.975	0.6308300395256918	0.9468348204144263	0.8054971988795518	0.9604604633561745	0.07160131058872476	0.9283986894112752
P48730_WT	SD	-		0.08504512597211794	0.016904003871575597	0.054756220470448126	0.017571250547377314	0.11552055384045595	0.01651388459047711	0.09925055312219583	0.009580428457202698	0.027367018059374665	0.02736701805937465
P48730_WT	Test set	70:100		-0.052224604707036805	0.5176470588235295	0.4764285714285714	0.71	0.24285714285714285	0.5725806451612904	0.3695652173913043	0.6339285714285714	0.4180714285714286	0.5819285714285715
P48729_WT	Fold 1	10:190		0.3491653853013427	0.955	0.5973684210526315	0.9947368421052631	0.2	0.9593908629441624	0.6666666666666666	0.9767441860465116	0.2889473684210526	0.7110526315789474
P48729_WT	Fold 2	10:190		0.5510387687779837	0.965	0.6973684210526316	0.9947368421052631	0.4	0.9692307692307692	0.8	0.9818181818181819	0.30052631578947364	0.6994736842105262
P48729_WT	Fold 3	10:190		0.25715142542972574	0.945	0.5921052631578947	0.9842105263157894	0.2	0.958974358974359	0.4	0.9714285714285715	0.4205263157894737	0.5794736842105264
P48729_WT	Fold 4	11:189		0.4355013599971804	0.955	0.6337181337181337	0.9947089947089947	0.2727272727272727	0.9591836734693877	0.75	0.9766233766233766	0.23617123617123617	0.7638287638287639
P48729_WT	Fold 5	11:189		0.1221910290639571	0.935	0.5375180375180375	0.9841269841269841	0.09090909090909091	0.9489795918367347	0.25	0.9662337662337662	0.3179413179413179	0.682058682058682
P48729_WT	Mean	-		0.34300959371403794	0.951	0.6116156552998657	0.9905040378724589	0.23272727272727273	0.9591518512910827	0.5733333333333334	0.9745696164300816	0.31282251082251084	0.6871774891774891
P48729_WT	SD	-		0.13416483756514275	0.009309493362512604	0.04815972112434778	0.004722111595642825	0.09294685824330091	0.005847351137984648	0.19403130713405028	0.00484494489701641	0.05511041724472586	0.055110417244725846
P48729_WT	Test set	8:55		0.0962009485200012	0.8412698412698413	0.5352272727272727	0.9454545454545454	0.125	0.8813559322033898	0.25	0.9122807017543859	0.49318181818181817	0.5068181818181818
P46734_WT		4:4	Not enough data in minority class of the training set for all 5 folds										
P46734_WT	Fold 1	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.9	0.1
P46734_WT	Fold 2	2:10		0.674199862463242	0.9166666666666666	0.75	1.0	0.5	0.9090909090909091	1.0	0.9523809523809523	0.45	0.55
P46734_WT	Fold 3	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.1	0.9
P46734_WT	Fold 4	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.1	0.9
P46734_WT	Fold 5	1:10		-0.14907119849998599	0.7272727272727273	0.4	0.8	0.0	0.8888888888888888	0.0	0.8421052631578948	0.5	0.5
P46734_WT	Mean	-		0.10502573279265122	0.8590909090909091	0.53	0.96	0.1	0.88989898989899	0.2	0.9216678058783321	0.41000000000000003	0.5900000000000001
P46734_WT	SD	-		0.2650835258380868	0.0662752513225222	0.10645812948447542	0.07302967433402213	0.1825741858350554	0.02678831552985329	0.3651483716701108	0.039408689061375665	0.27141603981096374	0.2714160398109638
P46734_WT	Test set	4:4		0.0	0.5	0.5	1.0	0.0	0.5	0.0	0.6666666666666666	0.28125	0.71875
P45985_WT		1:3	Not enough data in minority class of the training set for all 5 folds										
P45985_WT	Fold 1	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.15000000000000002	0.8500000000000001
P45985_WT	Fold 2	1:10		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P45985_WT	Fold 3	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.0	1.0
P45985_WT	Fold 4	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.8	0.2
P45985_WT	Fold 5	1:10		-0.14907119849998599	0.7272727272727273	0.4	0.8	0.0	0.8888888888888888	0.0	0.8421052631578948	0.2	0.8
P45985_WT	Mean	-		0.17018576030000282	0.8757575757575757	0.58	0.96	0.2	0.9080808080808082	0.2	0.9311916154021418	0.23000000000000004	0.7700000000000001
P45985_WT	SD	-		0.3824060357738818	0.08317248020298545	0.19493588689617927	0.07302967433402213	0.3651483716701108	0.04900117888815189	0.3651483716701108	0.048403493623586306	0.27018512172212594	0.2701851217221259
P45985_WT	Test set	1:3		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	1.0	0.0
P45984_WT	Fold 1	36:210		0.6170436740767572	0.8943089430894309	0.8345238095238094	0.919047619047619	0.75	0.9554455445544554	0.6136363636363636	0.9368932038834952	0.08240740740740742	0.9175925925925926
P45984_WT	Fold 2	36:210		0.6892216298306773	0.926829268292683	0.819047619047619	0.9714285714285714	0.6666666666666666	0.9444444444444444	0.8	0.9577464788732395	0.05145502645502646	0.9485449735449736
P45984_WT	Fold 3	35:210		0.6013020568332784	0.9102040816326531	0.769047619047619	0.9666666666666667	0.5714285714285714	0.9311926605504587	0.7407407407407407	0.9485981308411215	0.10911564625850342	0.8908843537414967
P45984_WT	Fold 4	35:210		0.5770522819340647	0.9102040816326531	0.7095238095238096	0.9904761904761905	0.42857142857142855	0.9122807017543859	0.8823529411764706	0.9497716894977168	0.05306122448979593	0.9469387755102041
P45984_WT	Fold 5	36:209		0.7089880327791585	0.9306122448979591	0.8328681552365762	0.9712918660287081	0.6944444444444444	0.9485981308411215	0.8064516129032258	0.9598108747044917	0.0725677830940989	0.9274322169059012
P45984_WT	Mean	-		0.6387215350907873	0.9144317239090757	0.7930022024758866	0.9637821827295511	0.6222222222222221	0.9383922964289733	0.7686363316913601	0.950564075560013	0.07372141754096642	0.9262785824590336
P45984_WT	SD	-		0.04683460982052244	0.011945575140091739	0.043844737279856716	0.02174447856492963	0.10295560803978264	0.013935870720983281	0.08180087259847353	0.0073990512733892	0.019374228878460756	0.019374228878460742
P45984_WT	Test set	117:71		0.343062619756733	0.6595744680851063	0.6766582400385217	0.7464788732394366	0.6068376068376068	0.5353535353535354	0.797752808988764	0.6235294117647059	0.28855182376309135	0.7114481762369086
P45983_WT	Fold 1	45:218		0.719529521543739	0.9239543726235742	0.8395005096839959	0.9678899082568807	0.7111111111111111	0.9419642857142857	0.8205128205128205	0.9547511312217194	0.10662589194699287	0.8933741080530072
P45983_WT	Fold 2	45:218		0.7035104782330172	0.9201520912547528	0.8283893985728847	0.9678899082568807	0.6888888888888889	0.9377777777777778	0.8157894736842105	0.9525959367945823	0.06687054026503567	0.9331294597349643
P45983_WT	Fold 3	44:218		0.7106408786056354	0.9198473282442748	0.8520642201834863	0.9541284403669725	0.75	0.9497716894977168	0.7674418604651163	0.9519450800915332	0.04305671392827356	0.9569432860717265
P45983_WT	Fold 4	45:217		0.5837504853950297	0.8854961832061069	0.7811571940604198	0.9400921658986175	0.6222222222222222	0.9230769230769231	0.6829268292682927	0.9315068493150684	0.08018433179723503	0.9198156682027651
P45983_WT	Fold 5	45:217		0.6412843276900643	0.9045801526717557	0.7926779313876089	0.9631336405529954	0.6222222222222222	0.9247787610619469	0.7777777777777778	0.943566591422122	0.09600614439324116	0.9039938556067588
P45983_WT	Mean	-		0.6717431382934971	0.9108060256000929	0.8187578507776792	0.9586268126664693	0.6788888888888889	0.93547388742573	0.7728897523416436	0.946873117769005	0.07854872446615566	0.9214512755338443
P45983_WT	SD	-		0.04739230355913732	0.013046856210744195	0.02492090967906588	0.009623667540555813	0.04585717673861109	0.009308873703720678	0.04519447340802251	0.007827237465445926	0.020379020477996026	0.020379020477996026
P45983_WT	Test set	358:214		0.17712214498582426	0.479020979020979	0.5678222732731165	0.9205607476635514	0.21508379888268156	0.4121338912133891	0.8191489361702128	0.569364161849711	0.30529812562000724	0.6947018743799926
P43405_WT	Fold 1	19:126		0.6903125870694469	0.9241379310344827	0.8669590643274854	0.9444444444444444	0.7894736842105263	0.967479674796748	0.6818181818181818	0.9558232931726908	0.10150375939849626	0.8984962406015037
P43405_WT	Fold 2	20:125		0.21815115873529975	0.8620689655172413	0.563	0.976	0.15	0.8776978417266187	0.5	0.9242424242424243	0.1612	0.8388
P43405_WT	Fold 3	19:125		0.5387777999768161	0.9027777777777778	0.743157894736842	0.96	0.5263157894736842	0.9302325581395349	0.6666666666666666	0.9448818897637796	0.17347368421052634	0.8265263157894737
P43405_WT	Fold 4	19:125		0.2741365419206596	0.8611111111111112	0.607578947368421	0.952	0.2631578947368421	0.8947368421052632	0.45454545454545453	0.9224806201550387	0.2058947368421053	0.7941052631578946
P43405_WT	Fold 5	19:125		0.3231858951238707	0.875	0.615578947368421	0.968	0.2631578947368421	0.8962962962962963	0.5555555555555556	0.9307692307692307	0.1082105263157895	0.8917894736842105
P43405_WT	Mean	-		0.4089127965652186	0.8850191570881225	0.6792549707602339	0.9600888888888889	0.3984210526315789	0.9132886426128921	0.5717171717171716	0.9356394916206329	0.15005654135338348	0.8499434586466166
P43405_WT	SD	-		0.16225212074691067	0.022525306317565705	0.10167244541941613	0.010213845198790513	0.21118099959301345	0.029221506023446905	0.0819261871823874	0.011687430943549654	0.03628338677623403	0.03628338677623402
P43405_WT	Test set	1374:467		0.03226816929575885	0.31993481803367735	0.5118848358471335	0.9014989293361885	0.1222707423580786	0.2587584511370621	0.7850467289719626	0.40210124164278893	0.41547833892821406	0.5845216610717859
P43403_WT	Fold 1	7:36		0.5473720332218277	0.8604651162790697	0.8015873015873016	0.8888888888888888	0.7142857142857143	0.9411764705882353	0.5555555555555556	0.9142857142857143	0.13690476190476192	0.8630952380952381
P43403_WT	Fold 2	6:36		0.3651483716701107	0.8333333333333334	0.6944444444444444	0.8888888888888888	0.5	0.9142857142857143	0.42857142857142855	0.9014084507042254	0.09722222222222221	0.9027777777777779
P43403_WT	Fold 3	7:35		0.3651483716701107	0.8333333333333334	0.6714285714285714	0.9142857142857143	0.42857142857142855	0.8888888888888888	0.5	0.9014084507042254	0.0979591836734694	0.9020408163265305
P43403_WT	Fold 4	7:35		0.032879797461071454	0.7619047619047619	0.5142857142857142	0.8857142857142857	0.14285714285714285	0.8378378378378378	0.2	0.8611111111111112	0.20816326530612245	0.7918367346938775
P43403_WT	Fold 5	7:35		0.5	0.8809523809523809	0.6428571428571428	1.0	0.2857142857142857	0.875	1.0	0.9333333333333333	0.02448979591836735	0.9755102040816326
P43403_WT	Mean	-		0.3621097148046241	0.833997785160576	0.6649206349206349	0.9155555555555555	0.4142857142857143	0.8914377823201353	0.5368253968253969	0.902309412027722	0.11294784580498865	0.8870521541950114
P43403_WT	SD	-		0.16418823685113898	0.036750375683187654	0.08442892804097808	0.039676189968172695	0.17689691067625438	0.032004209878202815	0.23853997265052287	0.02162112766863332	0.0546758504873528	0.0546758504873528
P43403_WT	Test set	30:35		0.13501543121683043	0.5538461538461539	0.5166666666666667	1.0	0.03333333333333333	0.546875	1.0	0.7070707070707071	0.5742857142857143	0.4257142857142857
P42685_WT	Fold 1	25:88		0.6106072285941333	0.8761061946902655	0.7629545454545454	0.9659090909090909	0.56	0.8854166666666666	0.8235294117647058	0.9239130434782609	0.1418181818181818	0.8581818181818182
P42685_WT	Fold 2	24:88		0.5374771260013622	0.8392857142857143	0.7765151515151515	0.8863636363636364	0.6666666666666666	0.9069767441860465	0.6153846153846154	0.896551724137931	0.1339962121212121	0.8660037878787878
P42685_WT	Fold 3	24:88		0.5330017908890261	0.8571428571428571	0.7272727272727273	0.9545454545454546	0.5	0.875	0.75	0.9130434782608695	0.13115530303030304	0.8688446969696969
P42685_WT	Fold 4	24:88		0.5227272727272727	0.8392857142857143	0.7613636363636364	0.8977272727272727	0.625	0.8977272727272727	0.625	0.8977272727272727	0.09706439393939394	0.902935606060606
P42685_WT	Fold 5	24:88		0.5296199396711575	0.8482142857142857	0.7518939393939394	0.9204545454545454	0.5833333333333334	0.8901098901098901	0.6666666666666666	0.9050279329608938	0.09990530303030302	0.9000946969696969
P42685_WT	Mean	-		0.5466866715765903	0.8520069532237674	0.756	0.925	0.587	0.8910461147379752	0.6961161387631976	0.9072526903130456	0.12078787878787878	0.8792121212121211
P42685_WT	SD	-		0.029504958424307358	0.012551195928424895	0.01494501963452503	0.02829522635906532	0.05180447571111691	0.00990343229235675	0.07254879749189637	0.00932107285658516	0.016946498674949555	0.016946498674949545
P42685_WT	Test set	17:34		-0.11952286093343935	0.5098039215686274	0.4411764705882353	0.6470588235294118	0.23529411764705882	0.6285714285714286	0.25	0.6376811594202899	0.4723183391003461	0.527681660899654
P42681_WT	Fold 1	2:11		-0.12309149097933272	0.7692307692307693	0.45454545454545453	0.9090909090909091	0.0	0.8333333333333334	0.0	0.8695652173913043	0.18181818181818182	0.8181818181818182
P42681_WT	Fold 2	1:11		0.0	0.9166666666666666	0.5	1.0	0.0	0.9166666666666666	0.0	0.9565217391304348	0.9090909090909091	0.09090909090909091
P42681_WT	Fold 3	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.3	0.7
P42681_WT	Fold 4	2:10		-0.13483997249264842	0.75	0.45	0.9	0.0	0.8181818181818182	0.0	0.8571428571428572	0.15000000000000002	0.8500000000000001
P42681_WT	Fold 5	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.44999999999999996	0.55
P42681_WT	Mean	-		-0.05158629269439623	0.8205128205128205	0.48090909090909084	0.9618181818181817	0.0	0.846969696969697	0.0	0.9002823263692828	0.3981818181818182	0.6018181818181818
P42681_WT	SD	-		0.057774858089503695	0.05350420523738851	0.021384580320457394	0.04276916064091479	0.0	0.03226003923771979	0.0	0.031944244124070875	0.25224337803614466	0.2522433780361447
P42681_WT	Test set	47:38		-0.24708863926789362	0.38823529411764707	0.4316909294512878	0.8421052631578947	0.02127659574468085	0.41025641025641024	0.14285714285714285	0.5517241379310346	0.6744120940649496	0.3255879059350504
P42680_WT		3:46	Not enough data in minority class of the training set for all 5 folds										
P42679_WT		0:1	Only one activity class in traing set for temporal split at 2013										
P41743_WT	Fold 1	2:114		0.0	0.9827586206896551	0.5	1.0	0.0	0.9827586206896551	0.0	0.9913043478260869	0.2982456140350877	0.7017543859649122
P41743_WT	Fold 2	1:114		0.0	0.991304347826087	0.5	1.0	0.0	0.991304347826087	0.0	0.9956331877729258	0.6491228070175439	0.3508771929824561
P41743_WT	Fold 3	2:113		-0.01246015229140401	0.9739130434782609	0.49557522123893805	0.9911504424778761	0.0	0.9824561403508771	0.0	0.9867841409691629	0.008849557522123894	0.9911504424778761
P41743_WT	Fold 4	2:113		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P41743_WT	Fold 5	2:113		0.0	0.9826086956521739	0.5	1.0	0.0	0.9826086956521739	0.0	0.9912280701754386	0.37168141592920356	0.6283185840707964
P41743_WT	Mean	-		0.1975079695417192	0.9861169415292353	0.5991150442477876	0.9982300884955752	0.2	0.9878255609037586	0.2	0.9929899493487229	0.2655798789007918	0.7344201210992082
P41743_WT	SD	-		0.36631231329578623	0.00808465348902208	0.18298479840589665	0.003231401519204525	0.36514837167011077	0.00635136690037731	0.36514837167011077	0.004094407728004055	0.22206338964065372	0.22206338964065372
P41743_WT	Test set	135:352		0.0	0.7227926078028748	0.5	1.0	0.0	0.7227926078028748	0.0	0.8390941597139452	0.4907828282828283	0.5092171717171717
P41240_WT	Fold 1	3:26		0.0	0.896551724137931	0.5	1.0	0.0	0.896551724137931	0.0	0.9454545454545454	0.07692307692307694	0.9230769230769231
P41240_WT	Fold 2	3:26		-0.06419407387663693	0.8620689655172413	0.4807692307692308	0.9615384615384616	0.0	0.8928571428571429	0.0	0.9259259259259259	0.19230769230769232	0.8076923076923077
P41240_WT	Fold 3	2:26		-0.05337605126836238	0.8928571428571429	0.4807692307692308	0.9615384615384616	0.0	0.9259259259259259	0.0	0.9433962264150944	0.5961538461538461	0.40384615384615385
P41240_WT	Fold 4	2:26		0.693888666488711	0.9642857142857143	0.75	1.0	0.5	0.9629629629629629	1.0	0.9811320754716981	0.34615384615384615	0.6538461538461539
P41240_WT	Fold 5	2:26		0.693888666488711	0.9642857142857143	0.75	1.0	0.5	0.9629629629629629	1.0	0.9811320754716981	0.09615384615384616	0.9038461538461539
P41240_WT	Mean	-		0.2540414415664845	0.9160098522167488	0.5923076923076923	0.9846153846153847	0.2	0.9282521437693851	0.4	0.9554081697477923	0.2615384615384616	0.7384615384615384
P41240_WT	SD	-		0.3284426826624287	0.037606301940753505	0.11771157878090287	0.017200522903844526	0.223606797749979	0.02790703591695599	0.447213595499958	0.020149453141279985	0.17576263804053027	0.17576263804053033
P41240_WT	Test set	6:40		-0.057735026918962574	0.8478260869565217	0.4875	0.975	0.0	0.8666666666666667	0.0	0.9176470588235294	0.44999999999999996	0.55
P37173_WT	Fold 1	1:18		0.0	0.9473684210526315	0.5	1.0	0.0	0.9473684210526315	0.0	0.972972972972973	0.9444444444444444	0.05555555555555555
P37173_WT	Fold 2	1:18		0.0	0.9473684210526315	0.5	1.0	0.0	0.9473684210526315	0.0	0.972972972972973	0.16666666666666666	0.8333333333333334
P37173_WT	Fold 3	1:18		0.0	0.9473684210526315	0.5	1.0	0.0	0.9473684210526315	0.0	0.972972972972973	0.0	1.0
P37173_WT	Fold 4	2:17		0.0	0.8947368421052632	0.5	1.0	0.0	0.8947368421052632	0.0	0.9444444444444444	0.7647058823529411	0.23529411764705882
P37173_WT	Fold 5	1:17		-0.058823529411764705	0.8888888888888888	0.47058823529411764	0.9411764705882353	0.0	0.9411764705882353	0.0	0.9411764705882353	0.058823529411764705	0.9411764705882353
P37173_WT	Mean	-		-0.011764705882352941	0.9251461988304094	0.49411764705882355	0.9882352941176471	0.0	0.9356037151702786	0.0	0.9609079667903199	0.3869281045751634	0.6130718954248365
P37173_WT	SD	-		0.02147931598059475	0.024902486429117042	0.010739657990297377	0.021479315980594754	0.0	0.018781115650901653	0.0	0.013522035306419886	0.35576714997002307	0.35576714997002307
P37173_WT	Test set	17:33		-0.10253436608075335	0.64	0.48484848484848486	0.9696969696969697	0.0	0.6530612244897959	0.0	0.7804878048780488	0.37967914438502676	0.6203208556149733
P37023_WT		3:45	Not enough data in minority class of the training set for all 5 folds										
P36897_WT	Fold 1	52:28		0.6627851236525937	0.8375	0.8420329670329669	0.8571428571428571	0.8269230769230769	0.7272727272727273	0.9148936170212766	0.7868852459016394	0.09752747252747251	0.9024725274725275
P36897_WT	Fold 2	53:27		0.7815496281835904	0.9	0.8972746331236897	0.8888888888888888	0.9056603773584906	0.8275862068965517	0.9411764705882353	0.8571428571428572	0.026554856743535978	0.973445143256464
P36897_WT	Fold 3	52:27		0.6240192894539398	0.8354430379746836	0.7948717948717949	0.6666666666666666	0.9230769230769231	0.8181818181818182	0.8421052631578947	0.7346938775510203	0.07905982905982906	0.920940170940171
P36897_WT	Fold 4	52:27		0.5956498416643967	0.8227848101265823	0.7852564102564102	0.6666666666666666	0.9038461538461539	0.782608695652174	0.8392857142857143	0.72	0.05698005698005699	0.9430199430199431
P36897_WT	Fold 5	52:27		0.5624889673831273	0.810126582278481	0.7578347578347578	0.5925925925925926	0.9230769230769231	0.8	0.8135593220338984	0.6808510638297872	0.10398860398860398	0.896011396011396
P36897_WT	Mean	-		0.6452985700675296	0.8411708860759493	0.815454112623924	0.7343915343915344	0.8965166908563134	0.7911298896006542	0.8702040774174039	0.7559146088850609	0.0728221638598997	0.9271778361401003
P36897_WT	SD	-		0.06909578461124097	0.02831061308834582	0.04482662184311915	0.10662830697949612	0.03263814486681533	0.03237771017258366	0.044699650252904254	0.0556492781752202	0.025859375450033743	0.025859375450033754
P36897_WT	Test set	200:99		0.48851360793354925	0.7391304347826086	0.759090909090909	0.8181818181818182	0.7	0.574468085106383	0.8860759493670886	0.675	0.20093434343434344	0.7990656565656566
P36896_WT	Fold 1	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.8	0.2
P36896_WT	Fold 2	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	1.0	0.0
P36896_WT	Fold 3	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.5	0.5
P36896_WT	Fold 4	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.16666666666666666	0.8333333333333333
P36896_WT	Fold 5	1:9		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	0.5555555555555556	0.4444444444444444
P36896_WT	Mean	-		0.0	0.889090909090909	0.5	1.0	0.0	0.889090909090909	0.0	0.9409022556390976	0.6044444444444445	0.39555555555555555
P36896_WT	SD	-		0.0	0.03252462512726964	0.0	0.0	0.0	0.03252462512726964	0.0	0.018753165280362995	0.25808729821117193	0.25808729821117193
P36896_WT	Test set	11:22		0.0	0.6666666666666666	0.5	1.0	0.0	0.6666666666666666	0.0	0.8	0.37603305785123964	0.6239669421487604
P36894_WT		3:43	Not enough data in minority class of the training set for all 5 folds										
P36888_WT	Fold 1	95:183		0.6110285125084258	0.8273381294964028	0.8005176876617774	0.8852459016393442	0.7157894736842105	0.8571428571428571	0.7640449438202247	0.8709677419354839	0.1090595340811044	0.8909404659188956
P36888_WT	Fold 2	96:182		0.6519109121511707	0.8453237410071942	0.8178800366300366	0.9065934065934066	0.7291666666666666	0.8638743455497382	0.8045977011494253	0.8847184986595176	0.09701236263736264	0.9029876373626373
P36888_WT	Fold 3	95:182		0.6467398548827064	0.8447653429602888	0.8063909774436091	0.9285714285714286	0.6842105263157895	0.8492462311557789	0.8333333333333334	0.8871391076115486	0.10161943319838058	0.8983805668016194
P36888_WT	Fold 4	95:182		0.62228684977489	0.8339350180505415	0.7981492192018508	0.9120879120879121	0.6842105263157895	0.8469387755102041	0.8024691358024691	0.8783068783068784	0.1054945054945055	0.8945054945054945
P36888_WT	Fold 5	95:182		0.6281042831194017	0.8339350180505415	0.8107287449392713	0.8846153846153846	0.7368421052631579	0.8655913978494624	0.7692307692307693	0.8749999999999999	0.1020242914979757	0.8979757085020244
P36888_WT	Mean	-		0.6320140824873189	0.8370594499129937	0.806733333175309	0.9034228067014952	0.7100438596491228	0.8565587214416082	0.7947351766672444	0.8792264453026857	0.10304202538186576	0.8969579746181342
P36888_WT	SD	-		0.013922595172304257	0.006347013924073175	0.006489103461155451	0.01528457250603127	0.020213700053358156	0.0068491445646082574	0.023235269175604957	0.005472468966749092	0.003688754379635626	0.003688754379635599
P36888_WT	Test set	564:466		0.1747185549830267	0.5446601941747573	0.5722879189115149	0.8626609442060086	0.28191489361702127	0.49814126394052044	0.7130044843049327	0.631578947368421	0.41105264359419236	0.5889473564058078
P36888_N841I		25:38	No test data for temporal split at 2013										
P36888_K663Q		28:19	No test data for temporal split at 2013										
P36888_D835H		26:38	No test data for temporal split at 2013										
P36507_WT	Fold 1	6:73		0.0	0.9240506329113924	0.5	1.0	0.0	0.9240506329113924	0.0	0.9605263157894737	0.3926940639269406	0.6073059360730594
P36507_WT	Fold 2	7:72		0.23331234997088854	0.9113924050632911	0.564484126984127	0.9861111111111112	0.14285714285714285	0.922077922077922	0.5	0.953020134228188	0.16071428571428573	0.8392857142857143
P36507_WT	Fold 3	7:72		0.23331234997088854	0.9113924050632911	0.564484126984127	0.9861111111111112	0.14285714285714285	0.922077922077922	0.5	0.953020134228188	0.16666666666666669	0.8333333333333334
P36507_WT	Fold 4	6:72		0.25756109818496586	0.9230769230769231	0.576388888888889	0.9861111111111112	0.16666666666666666	0.9342105263157895	0.5	0.9594594594594595	0.057870370370370364	0.9421296296296297
P36507_WT	Fold 5	6:72		0.3947710169758614	0.9358974358974359	0.5833333333333334	1.0	0.16666666666666666	0.935064935064935	1.0	0.9664429530201343	0.22685185185185183	0.7731481481481483
P36507_WT	Mean	-		0.22379136302052088	0.9211619604024668	0.5577380952380953	0.9916666666666668	0.12380952380952379	0.9274963876895923	0.5	0.9584937993450888	0.20095944770602303	0.7990405522939771
P36507_WT	SD	-		0.11592979889237957	0.008366940619900553	0.027165154908806454	0.006211299937499394	0.057340926565677595	0.005368974638696447	0.28867513459481287	0.0046219528038594256	0.1005839049399027	0.10058390493990271
P36507_WT	Test set	11:13		0.261785157202368	0.625	0.5979020979020979	0.9230769230769231	0.2727272727272727	0.6	0.75	0.7272727272727274	0.16783216783216784	0.8321678321678321
