target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q8N752_WT		0:47	Only one activity class										
Q8N568_WT		3:51	Not enough data in minority class for all 5 folds										
Q8N5S9_WT		10:46	No test data for temporal split at 2013										
Q8N4C8_WT	Fold 1	22:121		0.6077853116640998	0.9090909090909091	0.7045454545454546	1.0	0.4090909090909091	0.9029850746268657	1.0	0.9490196078431373	0.1348610067618332	0.8651389932381668
Q8N4C8_WT	Fold 2	22:121		0.4233088008878282	0.8671328671328671	0.6797520661157025	0.9504132231404959	0.4090909090909091	0.8984375	0.6	0.9236947791164659	0.20473328324567994	0.79526671675432
Q8N4C8_WT	Fold 3	22:121		0.531531438319846	0.8951048951048951	0.6962809917355373	0.9834710743801653	0.4090909090909091	0.9015151515151515	0.8181818181818182	0.940711462450593	0.09804658151765591	0.9019534184823441
Q8N4C8_WT	Fold 4	22:121		0.5000867377923084	0.8881118881118881	0.6921487603305785	0.9752066115702479	0.4090909090909091	0.9007633587786259	0.75	0.9365079365079365	0.16078136739293764	0.8392186326070624
Q8N4C8_WT	Fold 5	22:120		0.42272592575273576	0.8661971830985915	0.6795454545454546	0.95	0.4090909090909091	0.8976377952755905	0.6	0.923076923076923	0.1765151515151515	0.8234848484848485
Q8N4C8_WT	Mean	-		0.4970876428833636	0.88512754850783	0.6904545454545454	0.9718181818181819	0.40909090909090906	0.9002677760392468	0.7536363636363637	0.9346021417990112	0.15498747808665164	0.8450125219133484
Q8N4C8_WT	SD	-		0.06379958984801595	0.015082349898356438	0.00884046461619232	0.01768092923238462	2.2662332591841973e-17	0.001800554018479582	0.13667640897883535	0.009134371048504059	0.033213941745215594	0.0332139417452156
Q8N4C8_WT	Test set	17:87		0.3167744004196767	0.8557692307692307	0.5588235294117647	1.0	0.11764705882352941	0.8529411764705882	1.0	0.9206349206349206	0.4935767410412441	0.5064232589587558
Q8IWQ3_WT	Fold 1	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.4444444444444444	0.5555555555555556
Q8IWQ3_WT	Fold 2	2:9		0.6708203932499369	0.9090909090909091	0.75	1.0	0.5	0.9	1.0	0.9473684210526316	0.1111111111111111	0.8888888888888888
Q8IWQ3_WT	Fold 3	1:9		-0.1111111111111111	0.8	0.4444444444444444	0.8888888888888888	0.0	0.8888888888888888	0.0	0.8888888888888888	0.1111111111111111	0.8888888888888888
Q8IWQ3_WT	Fold 4	1:9		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	0.0	1.0
Q8IWQ3_WT	Fold 5	1:9		0.0	0.9	0.5	1.0	0.0	0.9	0.0	0.9473684210526316	0.2777777777777778	0.7222222222222222
Q8IWQ3_WT	Mean	-		0.11194185642776518	0.8654545454545455	0.538888888888889	0.9777777777777779	0.1	0.8814141414141414	0.2	0.9261988304093569	0.1888888888888889	0.8111111111111111
Q8IWQ3_WT	SD	-		0.2580990710657033	0.04244588192701362	0.09834013368408707	0.04057204129667899	0.1825741858350554	0.029127595647681033	0.3651483716701108	0.02388467135734572	0.14200214453837642	0.1420021445383764
Q8IWQ3_WT	Test set	10:35		0.0	0.7777777777777778	0.5	1.0	0.0	0.7777777777777778	0.0	0.8750000000000001	0.5428571428571429	0.45714285714285713
Q8IW41_WT		1:8	Not enough data in minority class of the training set for all 5 folds										
Q8IW41_WT	Fold 1	3:121		0.0	0.9758064516129032	0.5	1.0	0.0	0.9758064516129032	0.0	0.9877551020408163	0.6721763085399449	0.32782369146005513
Q8IW41_WT	Fold 2	3:121		0.0	0.9758064516129032	0.5	1.0	0.0	0.9758064516129032	0.0	0.9877551020408163	0.5840220385674931	0.4159779614325069
Q8IW41_WT	Fold 3	2:121		0.49173553719008267	0.983739837398374	0.7458677685950413	0.9917355371900827	0.5	0.9917355371900827	0.5	0.9917355371900827	0.012396694214876033	0.987603305785124
Q8IW41_WT	Fold 4	3:120		0.0	0.975609756097561	0.5	1.0	0.0	0.975609756097561	0.0	0.9876543209876543	0.16944444444444445	0.8305555555555555
Q8IW41_WT	Fold 5	3:120		0.0	0.975609756097561	0.5	1.0	0.0	0.975609756097561	0.0	0.9876543209876543	0.30833333333333335	0.6916666666666667
Q8IW41_WT	Mean	-		0.09834710743801653	0.9773144505638605	0.5491735537190083	0.9983471074380166	0.1	0.9789135905222022	0.1	0.9885108766494047	0.3492745638200184	0.6507254361799817
Q8IW41_WT	SD	-		0.17955643069728586	0.002933873551358921	0.08977821534864294	0.0030177551377695002	0.18257418583505539	0.00585294206031205	0.18257418583505539	0.0014724243797183002	0.22615395525378473	0.22615395525378473
Q8IW41_WT	Test set	1:8		0.0	0.8888888888888888	0.5	1.0	0.0	0.8888888888888888	0.0	0.9411764705882353	0.25	0.75
Q8IVH8_WT		3:19	Not enough data in minority class of the training set for all 5 folds										
Q8IVH8_WT	Fold 1	3:9		0.25819888974716115	0.75	0.611111111111111	0.8888888888888888	0.3333333333333333	0.8	0.5	0.8421052631578948	0.22222222222222224	0.7777777777777779
Q8IVH8_WT	Fold 2	3:9		0.0	0.75	0.5	1.0	0.0	0.75	0.0	0.8571428571428571	0.6296296296296297	0.3703703703703704
Q8IVH8_WT	Fold 3	2:9		-0.2222222222222222	0.6363636363636364	0.3888888888888889	0.7777777777777778	0.0	0.7777777777777778	0.0	0.7777777777777778	0.4444444444444444	0.5555555555555556
Q8IVH8_WT	Fold 4	2:9		-0.28867513459481287	0.5454545454545454	0.3333333333333333	0.6666666666666666	0.0	0.75	0.0	0.7058823529411765	0.3333333333333333	0.6666666666666666
Q8IVH8_WT	Fold 5	3:8		-0.28867513459481287	0.5454545454545454	0.375	0.75	0.0	0.6666666666666666	0.0	0.7058823529411765	0.25	0.75
Q8IVH8_WT	Mean	-		-0.10827472033293736	0.6454545454545454	0.4416666666666666	0.8166666666666667	0.06666666666666667	0.7488888888888889	0.1	0.7777581207921765	0.3759259259259259	0.6240740740740741
Q8IVH8_WT	SD	-		0.19326103852339072	0.08360836158376604	0.09226794939520823	0.10589613670737628	0.12171612389003691	0.04125101320616236	0.1825741858350554	0.0588426482109134	0.13561996715653976	0.13561996715653976
Q8IVH8_WT	Test set	3:19		0.012926112238824687	0.6363636363636364	0.5087719298245614	0.6842105263157895	0.3333333333333333	0.8666666666666667	0.14285714285714285	0.7647058823529413	0.47368421052631576	0.5263157894736843
Q8IU85_WT		1:10	Not enough data in minority class of the training set for all 5 folds										
Q8IU85_WT	Fold 1	2:78		0.0	0.975	0.5	1.0	0.0	0.975	0.0	0.9873417721518987	0.1987179487179487	0.8012820512820513
Q8IU85_WT	Fold 2	2:78		0.0	0.975	0.5	1.0	0.0	0.975	0.0	0.9873417721518987	0.19871794871794873	0.8012820512820513
Q8IU85_WT	Fold 3	2:78		0.0	0.975	0.5	1.0	0.0	0.975	0.0	0.9873417721518987	0.391025641025641	0.6089743589743589
Q8IU85_WT	Fold 4	1:78		0.0	0.9873417721518988	0.5	1.0	0.0	0.9873417721518988	0.0	0.9936305732484078	0.0641025641025641	0.9358974358974359
Q8IU85_WT	Fold 5	2:77		0.0	0.9746835443037974	0.5	1.0	0.0	0.9746835443037974	0.0	0.9871794871794872	0.39935064935064934	0.6006493506493507
Q8IU85_WT	Mean	-		0.0	0.9774050632911392	0.5	1.0	0.0	0.9774050632911392	0.0	0.9885670753767183	0.2503829503829504	0.7496170496170497
Q8IU85_WT	SD	-		0.0	0.004536846130759339	0.0	0.0	0.0	0.004536846130759339	0.0	0.0023118721014205065	0.11691212431694566	0.11691212431694567
Q8IU85_WT	Test set	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.7	0.3
Q7L7X3_WT		4:15	Not enough data in minority class of the training set for all 5 folds										
Q7L7X3_WT	Fold 1	18:181		0.320184001825046	0.914572864321608	0.6028238182934316	0.9834254143646409	0.2222222222222222	0.9270833333333334	0.5714285714285714	0.9544235924932977	0.09975445058317986	0.9002455494168201
Q7L7X3_WT	Fold 2	19:180		0.34073449572965797	0.9095477386934674	0.62046783625731	0.9777777777777777	0.2631578947368421	0.9263157894736842	0.5555555555555556	0.9513513513513514	0.15643274853801173	0.8435672514619883
Q7L7X3_WT	Fold 3	19:180		0.42302353049932057	0.9195979899497487	0.6495614035087719	0.9833333333333333	0.3157894736842105	0.9315789473684211	0.6666666666666666	0.9567567567567566	0.12309941520467838	0.8769005847953216
Q7L7X3_WT	Fold 4	19:180		0.37038032655599756	0.9095477386934674	0.6440058479532164	0.9722222222222222	0.3157894736842105	0.9308510638297872	0.5454545454545454	0.9510869565217391	0.1298245614035088	0.8701754385964913
Q7L7X3_WT	Fold 5	18:180		0.5590169943749475	0.9393939393939394	0.6666666666666666	1.0	0.3333333333333333	0.9375	1.0	0.967741935483871	0.049691358024691365	0.9503086419753087
Q7L7X3_WT	Mean	-		0.4026678697969939	0.9185320542104461	0.6367051145358793	0.9833517495395949	0.2900584795321637	0.9306658268010451	0.6678210678210678	0.9562721185214033	0.11176050675081402	0.8882394932491859
Q7L7X3_WT	SD	-		0.07803975314590014	0.010111589947536347	0.02052588171730036	0.008486317895738222	0.03768792989753443	0.0036361864051119544	0.15663801157799728	0.005572379479074804	0.032780112644712985	0.032780112644713005
Q7L7X3_WT	Test set	4:15		-0.17712297710801905	0.6842105263157895	0.43333333333333335	0.8666666666666667	0.0	0.7647058823529411	0.0	0.8125	0.6	0.39999999999999997
Q7KZI7_WT	Fold 1	9:136		0.4597218847784075	0.9517241379310345	0.6111111111111112	1.0	0.2222222222222222	0.951048951048951	1.0	0.974910394265233	0.3251633986928105	0.6748366013071896
Q7KZI7_WT	Fold 2	10:135		0.20116856232719482	0.9310344827586207	0.5462962962962963	0.9925925925925926	0.1	0.9370629370629371	0.5	0.9640287769784174	0.24592592592592594	0.754074074074074
Q7KZI7_WT	Fold 3	9:135		0.5778484861117823	0.9583333333333334	0.7185185185185186	0.9925925925925926	0.4444444444444444	0.9640287769784173	0.8	0.9781021897810218	0.12098765432098768	0.8790123456790123
Q7KZI7_WT	Fold 4	9:135		-0.021591675854376526	0.9305555555555556	0.4962962962962963	0.9925925925925926	0.0	0.9370629370629371	0.0	0.9640287769784174	0.14732510288065848	0.8526748971193416
Q7KZI7_WT	Fold 5	9:135		0.32387513781564786	0.9444444444444444	0.5555555555555556	1.0	0.1111111111111111	0.9440559440559441	1.0	0.9712230215827338	0.4288065843621399	0.5711934156378601
Q7KZI7_WT	Mean	-		0.30820447903573117	0.9432183908045978	0.5855555555555556	0.9955555555555555	0.17555555555555555	0.9466519092418373	0.6599999999999999	0.9704586319171646	0.2536417332365045	0.7463582667634956
Q7KZI7_WT	SD	-		0.18979514201174624	0.01009213754341186	0.06921071778843307	0.0033126932999996933	0.1385403032978493	0.009236930579020954	0.3444802848737017	0.005188328655892081	0.10388931443697624	0.10388931443697626
Q7KZI7_WT	Test set	7:37		-0.06633060067416167	0.8181818181818182	0.4864864864864865	0.972972972972973	0.0	0.8372093023255814	0.0	0.9	0.31660231660231664	0.6833976833976835
Q6PHR2_WT	Fold 1	3:7		0.5091750772173156	0.8	0.6666666666666666	1.0	0.3333333333333333	0.7777777777777778	1.0	0.8750000000000001	0.09523809523809525	0.9047619047619048
Q6PHR2_WT	Fold 2	2:7		0.05976143046671968	0.5555555555555556	0.5357142857142857	0.5714285714285714	0.5	0.8	0.25	0.6666666666666666	0.21428571428571427	0.7857142857142857
Q6PHR2_WT	Fold 3	2:7		0.1889822365046136	0.6666666666666666	0.6071428571428572	0.7142857142857143	0.5	0.8333333333333334	0.3333333333333333	0.7692307692307692	0.21428571428571427	0.7857142857142857
Q6PHR2_WT	Fold 4	2:7		0.35714285714285715	0.7777777777777778	0.6785714285714286	0.8571428571428571	0.5	0.8571428571428571	0.5	0.8571428571428571	0.07142857142857142	0.9285714285714286
Q6PHR2_WT	Fold 5	3:6		0.5	0.7777777777777778	0.6666666666666666	1.0	0.3333333333333333	0.75	1.0	0.8571428571428571	0.16666666666666669	0.8333333333333334
Q6PHR2_WT	Mean	-		0.3230123202663012	0.7155555555555555	0.6309523809523809	0.8285714285714285	0.4333333333333333	0.8036507936507938	0.6166666666666666	0.8050366300366301	0.15238095238095237	0.8476190476190476
Q6PHR2_WT	SD	-		0.16042194297852935	0.08452238118871652	0.04908459078116262	0.1520830421206792	0.07453559924999299	0.034889355880771	0.2950204010522612	0.07159294352352578	0.054294067861863714	0.05429406786186373
Q6PHR2_WT	Test set	6:13		0.20464687117164013	0.6842105263157895	0.5897435897435898	0.8461538461538461	0.3333333333333333	0.7333333333333333	0.5	0.7857142857142856	0.4358974358974359	0.5641025641025641
Q6P3R8_WT		1:48	Not enough data in minority class for all 5 folds										
Q6DT37_WT		2:0	Only one activity class in traing set for temporal split at 2013										
Q5VT25_WT		4:25	Not enough data in minority class of the training set for all 5 folds										
Q5VT25_WT	Fold 1	9:154		0.6561007575465141	0.9693251533742331	0.7222222222222222	1.0	0.4444444444444444	0.9685534591194969	1.0	0.9840255591054313	0.11976911976911978	0.8802308802308803
Q5VT25_WT	Fold 2	9:154		0.42431443773227717	0.950920245398773	0.6601731601731602	0.987012987012987	0.3333333333333333	0.9620253164556962	0.6	0.9743589743589742	0.08802308802308803	0.911976911976912
Q5VT25_WT	Fold 3	9:154		0.324998681014523	0.950920245398773	0.5555555555555556	1.0	0.1111111111111111	0.9506172839506173	1.0	0.9746835443037974	0.12987012987012989	0.8701298701298702
Q5VT25_WT	Fold 4	10:153		0.5356071321407138	0.9570552147239264	0.65	1.0	0.3	0.95625	1.0	0.9776357827476039	0.12941176470588234	0.8705882352941177
Q5VT25_WT	Fold 5	10:153		0.62040765660762	0.9631901840490797	0.7	1.0	0.4	0.9622641509433962	1.0	0.9807692307692307	0.20588235294117646	0.7941176470588235
Q5VT25_WT	Mean	-		0.5122857330083296	0.9582822085889571	0.6575901875901875	0.9974025974025974	0.3177777777777778	0.9599420420938412	0.9199999999999999	0.9782946182570076	0.1345912910618793	0.8654087089381207
Q5VT25_WT	SD	-		0.11234796240571712	0.006531173588004631	0.05236290181476032	0.004742186645066374	0.10493972402771196	0.005544832639764885	0.14605934866804432	0.003364783358799253	0.03540204009244551	0.03540204009244555
Q5VT25_WT	Test set	4:25		0.0	0.8620689655172413	0.5	1.0	0.0	0.8620689655172413	0.0	0.9259259259259259	0.5800000000000001	0.42000000000000004
Q5S007_G2019S		9:0	Only one activity class in traing set for temporal split at 2013										
Q2M2I8_WT	Fold 1	3:10		0.5270462766947299	0.8461538461538461	0.6666666666666666	1.0	0.3333333333333333	0.8333333333333334	1.0	0.9090909090909091	0.3666666666666667	0.6333333333333333
Q2M2I8_WT	Fold 2	3:10		0.778498944161523	0.9230769230769231	0.8333333333333333	1.0	0.6666666666666666	0.9090909090909091	1.0	0.9523809523809523	0.13333333333333336	0.8666666666666667
Q2M2I8_WT	Fold 3	3:10		0.5270462766947299	0.8461538461538461	0.6666666666666666	1.0	0.3333333333333333	0.8333333333333334	1.0	0.9090909090909091	0.3	0.7
Q2M2I8_WT	Fold 4	4:9		0.4330127018922193	0.7692307692307693	0.625	1.0	0.25	0.75	1.0	0.8571428571428571	0.5277777777777778	0.4722222222222222
Q2M2I8_WT	Fold 5	3:9		0.6831300510639732	0.8333333333333334	0.8888888888888888	0.7777777777777778	1.0	1.0	0.6	0.8750000000000001	0.07407407407407408	0.925925925925926
Q2M2I8_WT	Mean	-		0.5897468501014351	0.8435897435897436	0.736111111111111	0.9555555555555555	0.5166666666666666	0.8651515151515152	0.9199999999999999	0.9005411255411255	0.28037037037037044	0.7196296296296297
Q2M2I8_WT	SD	-		0.11311947390554652	0.044657608470472246	0.09555447889143652	0.08114408259335794	0.256399572426985	0.07681085973113075	0.1460593486680443	0.029914667634665992	0.14900830540616952	0.14900830540616955
Q2M2I8_WT	Test set	29:22		0.09163392187478908	0.49019607843137253	0.5352664576802508	0.8636363636363636	0.20689655172413793	0.4523809523809524	0.6666666666666666	0.59375	0.32601880877742945	0.6739811912225706
P80192_WT	Fold 1	6:11		0.6267831705280087	0.8235294117647058	0.75	1.0	0.5	0.7857142857142857	1.0	0.88	0.2121212121212121	0.7878787878787878
P80192_WT	Fold 2	6:11		0.8827348295047495	0.9411764705882353	0.9545454545454546	0.9090909090909091	1.0	1.0	0.8571428571428571	0.9523809523809523	0.0	1.0
P80192_WT	Fold 3	6:11		0.7510676161988108	0.8823529411764706	0.8333333333333333	1.0	0.6666666666666666	0.8461538461538461	1.0	0.9166666666666666	0.015151515151515148	0.9848484848484849
P80192_WT	Fold 4	5:11		0.7090909090909091	0.875	0.8545454545454545	0.9090909090909091	0.8	0.9090909090909091	0.8	0.9090909090909091	0.12727272727272726	0.8727272727272727
P80192_WT	Fold 5	5:11		0.5449492609130661	0.8125	0.7545454545454545	0.9090909090909091	0.6	0.8333333333333334	0.75	0.8695652173913043	0.21818181818181814	0.7818181818181819
P80192_WT	Mean	-		0.7029251572471088	0.8669117647058823	0.8293939393939395	0.9454545454545455	0.7133333333333334	0.8748584748584749	0.8814285714285715	0.9055407491059665	0.11454545454545453	0.8854545454545454
P80192_WT	SD	-		0.1044359588864484	0.04215401267155626	0.06857685783161954	0.0406557814090871	0.15823096105704798	0.06748733265602949	0.09364137698150961	0.026698823530181902	0.0850718560498485	0.08507185604984852
P80192_WT	Test set	7:6		0.2672612419124244	0.5384615384615384	0.5714285714285714	1.0	0.14285714285714285	0.5	1.0	0.6666666666666666	0.4285714285714286	0.5714285714285714
P78368_WT		5:17	Not enough data in minority class of the training set for all 5 folds										
P78368_WT	Fold 1	8:131		0.3444697668734588	0.9496402877697842	0.5625	1.0	0.125	0.9492753623188406	1.0	0.9739776951672863	0.09446564885496184	0.9055343511450382
P78368_WT	Fold 2	8:131		0.38843914878592567	0.9496402877697842	0.6211832061068703	0.9923664122137404	0.25	0.9558823529411765	0.6666666666666666	0.9737827715355806	0.10114503816793893	0.898854961832061
P78368_WT	Fold 3	8:131		0.32700740395163186	0.9424460431654677	0.6173664122137404	0.9847328244274809	0.25	0.9555555555555556	0.5	0.9699248120300753	0.25763358778625955	0.7423664122137404
P78368_WT	Fold 4	9:130		0.5644709478621484	0.9568345323741008	0.6666666666666666	1.0	0.3333333333333333	0.9558823529411765	1.0	0.9774436090225563	0.11196581196581198	0.888034188034188
P78368_WT	Fold 5	8:130		0.4888461805469018	0.9565217391304348	0.625	1.0	0.25	0.9558823529411765	1.0	0.9774436090225563	0.3028846153846154	0.6971153846153846
P78368_WT	Mean	-		0.4226466896040133	0.9510165780419143	0.6185432569974554	0.9954198473282443	0.24166666666666664	0.9544955953395851	0.8333333333333333	0.974514499355611	0.17361894043191756	0.8263810595680825
P78368_WT	SD	-		0.0825884908124873	0.004854513520369062	0.030295084965000878	0.005574784300307043	0.06085806194501846	0.002385499192587946	0.19245008972987526	0.0025510841148871635	0.0807123431468657	0.0807123431468657
P78368_WT	Test set	5:17		0.0	0.7727272727272727	0.5	1.0	0.0	0.7727272727272727	0.0	0.8717948717948718	0.6470588235294118	0.3529411764705882
P78362_WT		10:40	No test data for temporal split at 2013										
P78356_WT		0:2	Only one activity class in traing set for temporal split at 2013										
P68400_WT	Fold 1	34:168		0.6526574679538882	0.9108910891089109	0.7822128851540616	0.9761904761904762	0.5882352941176471	0.9213483146067416	0.8333333333333334	0.9479768786127167	0.07878151260504201	0.9212184873949579
P68400_WT	Fold 2	34:167		0.7342361688349078	0.9303482587064676	0.8175413878126101	0.9880239520958084	0.6470588235294118	0.9322033898305084	0.9166666666666666	0.9593023255813954	0.05741458259950687	0.9425854174004931
P68400_WT	Fold 3	34:167		0.6784375813039012	0.9154228855721394	0.8085593518844664	0.9700598802395209	0.6470588235294118	0.9310344827586207	0.8148148148148148	0.9501466275659823	0.08436069038393801	0.915639309616062
P68400_WT	Fold 4	34:167		0.7342361688349078	0.9303482587064676	0.8175413878126101	0.9880239520958084	0.6470588235294118	0.9322033898305084	0.9166666666666666	0.9593023255813954	0.08348009862627688	0.9165199013737232
P68400_WT	Fold 5	34:167		0.7173548055739024	0.9253731343283582	0.8262592462134555	0.9760479041916168	0.6764705882352942	0.9367816091954023	0.8518518518518519	0.9560117302052786	0.06375484325466714	0.9362451567453328
P68400_WT	Mean	-		0.7033844385003015	0.9224767252844688	0.8104228517754407	0.9796692329626462	0.6411764705882353	0.9307142372443563	0.8666666666666666	0.9545479775093536	0.07355834549388618	0.9264416545061138
P68400_WT	SD	-		0.02970522095031993	0.007260565662724971	0.013852877848088264	0.006546730661091993	0.026306682088232825	0.004638088997371243	0.03877113270973383	0.004279825642252247	0.00999285621130669	0.009992856211306661
P68400_WT	Test set	288:178		0.2243169432123974	0.5665236051502146	0.6096090823970037	0.7921348314606742	0.4270833333333333	0.46078431372549017	0.76875	0.5826446280991735	0.3529767478152309	0.647023252184769
P57078_WT		9:16	Number of points 25 < 30										
P57059_WT	Fold 1	3:9		0.7745966692414834	0.9166666666666666	0.8333333333333333	1.0	0.6666666666666666	0.9	1.0	0.9473684210526316	0.22222222222222224	0.7777777777777779
P57059_WT	Fold 2	2:9		0.6708203932499369	0.9090909090909091	0.75	1.0	0.5	0.9	1.0	0.9473684210526316	0.2777777777777778	0.7222222222222222
P57059_WT	Fold 3	2:9		0.6708203932499369	0.9090909090909091	0.75	1.0	0.5	0.9	1.0	0.9473684210526316	0.0	1.0
P57059_WT	Fold 4	2:9		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
P57059_WT	Fold 5	3:8		0.24056261216234406	0.7272727272727273	0.6041666666666666	0.875	0.3333333333333333	0.7777777777777778	0.5	0.823529411764706	0.08333333333333334	0.9166666666666666
P57059_WT	Mean	-		0.6713600135807403	0.8924242424242423	0.7874999999999999	0.975	0.6	0.8955555555555555	0.9	0.93312693498452	0.11666666666666667	0.8833333333333334
P57059_WT	SD	-		0.22518475051784764	0.08164028546367752	0.11809639816378509	0.04564354645876384	0.2063797291222968	0.06434219218734509	0.18257418583505536	0.05337303266751688	0.10442868281386433	0.1044286828138643
P57059_WT	Test set	10:50		0.16609095970747995	0.8333333333333334	0.54	0.98	0.1	0.8448275862068966	0.5	0.9074074074074074	0.42899999999999994	0.571
P54764_WT	Fold 1	1:10		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.6	0.4
P54764_WT	Fold 2	2:9		0.6708203932499369	0.9090909090909091	0.75	1.0	0.5	0.9	1.0	0.9473684210526316	0.05555555555555555	0.9444444444444444
P54764_WT	Fold 3	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.5	0.5
P54764_WT	Fold 4	2:9		0.3888888888888889	0.8181818181818182	0.6944444444444444	0.8888888888888888	0.5	0.8888888888888888	0.5	0.8888888888888888	0.3888888888888889	0.6111111111111112
P54764_WT	Fold 5	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.16666666666666666	0.8333333333333333
P54764_WT	Mean	-		0.21194185642776517	0.8545454545454545	0.5888888888888889	0.9777777777777779	0.2	0.8668686868686869	0.3	0.9177276524644945	0.3422222222222222	0.6577777777777778
P54764_WT	SD	-		0.2505453436575894	0.04065578140908705	0.10066650314760654	0.04057204129667899	0.22360679774997896	0.03675620496656114	0.3651483716701107	0.024288680374366944	0.18552561301992712	0.1855256130199271
P54764_WT	Test set	23:66		-0.11025628418806717	0.7078651685393258	0.4772727272727273	0.9545454545454546	0.0	0.7325581395348837	0.0	0.8289473684210527	0.41172595520421607	0.5882740447957838
P54762_WT		0:2	Only one activity class in traing set for temporal split at 2013										
P54760_WT	Fold 1	50:30		0.7049520576969157	0.8625	0.8500000000000001	0.8	0.9	0.8275862068965517	0.8823529411764706	0.8135593220338982	0.08800000000000002	0.9119999999999999
P54760_WT	Fold 2	50:30		0.6920569929568129	0.85	0.8533333333333333	0.8666666666666667	0.84	0.7647058823529411	0.9130434782608695	0.8125	0.112	0.888
P54760_WT	Fold 3	50:29		0.6680805756798883	0.8481012658227848	0.8148275862068965	0.6896551724137931	0.94	0.8695652173913043	0.8392857142857143	0.7692307692307693	0.05517241379310346	0.9448275862068966
P54760_WT	Fold 4	50:29		0.8082237531040639	0.9113924050632911	0.9010344827586206	0.8620689655172413	0.94	0.8928571428571429	0.9215686274509803	0.8771929824561403	0.03448275862068967	0.9655172413793103
P54760_WT	Fold 5	50:29		0.5843478324335655	0.810126582278481	0.7848275862068965	0.6896551724137931	0.88	0.7692307692307693	0.8301886792452831	0.7272727272727274	0.11862068965517242	0.8813793103448275
P54760_WT	Mean	-		0.6915322423742493	0.8564240506329114	0.8408045977011493	0.7816091954022988	0.9	0.8247890437457418	0.8772878880838636	0.799951160198707	0.08165517241379311	0.918344827586207
P54760_WT	SD	-		0.06561980631886329	0.029755755463032243	0.035771018613805515	0.07183065084642982	0.03464101615137753	0.04715701452718658	0.033978918849880094	0.04570713217201311	0.02959191328298863	0.029591913282988627
P54760_WT	Test set	74:70		-0.18666965432431656	0.4305555555555556	0.44131274131274134	0.8285714285714286	0.05405405405405406	0.453125	0.25	0.5858585858585857	0.5179536679536679	0.48204633204633207
P54756_WT	Fold 1	2:10		0.0	0.8333333333333334	0.5	1.0	0.0	0.8333333333333334	0.0	0.9090909090909091	0.7	0.3
P54756_WT	Fold 2	2:9		0.3888888888888889	0.8181818181818182	0.6944444444444444	0.8888888888888888	0.5	0.8888888888888888	0.5	0.8888888888888888	0.2777777777777778	0.7222222222222222
P54756_WT	Fold 3	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.7777777777777778	0.2222222222222222
P54756_WT	Fold 4	2:9		0.0	0.8181818181818182	0.5	1.0	0.0	0.8181818181818182	0.0	0.9	0.5	0.5
P54756_WT	Fold 5	2:9		0.769800358919501	0.9090909090909091	0.9444444444444444	0.8888888888888888	1.0	1.0	0.6666666666666666	0.9411764705882353	0.0	1.0
P54756_WT	Mean	-		0.23173784956167798	0.8393939393939395	0.6277777777777779	0.9555555555555555	0.3	0.8717171717171718	0.2333333333333333	0.9078312537136066	0.45111111111111113	0.5488888888888889
P54756_WT	SD	-		0.28145899816742775	0.03226003923771979	0.16005400323208815	0.049690399499995354	0.3651483716701107	0.06318852626367945	0.2652741419180738	0.016304194116300498	0.25967691226875	0.25967691226875006
P54756_WT	Test set	7:8		0.2857142857142857	0.6	0.5714285714285714	1.0	0.14285714285714285	0.5714285714285714	1.0	0.7272727272727273	0.5357142857142857	0.4642857142857143
P54753_WT		4:21	Not enough data in minority class of the training set for all 5 folds										
P54753_WT	Fold 1	3:14		0.19047619047619047	0.7647058823529411	0.5952380952380952	0.8571428571428571	0.3333333333333333	0.8571428571428571	0.3333333333333333	0.8571428571428571	0.5476190476190477	0.45238095238095244
P54753_WT	Fold 2	3:13		0.53748384988657	0.875	0.6666666666666666	1.0	0.3333333333333333	0.8666666666666667	1.0	0.9285714285714286	0.23076923076923078	0.7692307692307693
P54753_WT	Fold 3	3:13		0.53748384988657	0.875	0.6666666666666666	1.0	0.3333333333333333	0.8666666666666667	1.0	0.9285714285714286	0.5256410256410257	0.4743589743589744
P54753_WT	Fold 4	3:13		0.5897435897435898	0.875	0.7948717948717949	0.9230769230769231	0.6666666666666666	0.9230769230769231	0.6666666666666666	0.9230769230769231	0.025641025641025644	0.9743589743589745
P54753_WT	Fold 5	3:13		0.7125253031944253	0.875	0.9230769230769231	0.8461538461538461	1.0	1.0	0.6	0.9166666666666666	0.05128205128205129	0.9487179487179488
P54753_WT	Mean	-		0.5135425566374692	0.8529411764705882	0.7293040293040294	0.9252747252747252	0.5333333333333333	0.9027106227106227	0.72	0.9108058608058609	0.2761904761904762	0.7238095238095239
